id,duration,start_station_id,end_station_id
7330,279,54,51
6758,281,65,69
7206,281,61,70
7238,281,22,21
6608,283,21,22
6844,294,68,39
7193,295,47,62
6696,296,29,29
6618,298,66,72
6487,300,11,16
6704,302,75,74
6502,310,74,54
6492,311,45,51
7010,311,66,59
7440,324,73,47
7340,329,77,64
6791,330,61,63
7423,330,73,56
7207,334,28,30
7093,340,41,60
6787,341,38,36
7433,341,50,49
6722,345,50,45
7113,345,61,62
7036,349,45,50
7425,350,6,2
6650,367,50,56
6505,369,61,51
7114,369,61,62
7211,370,60,41
6894,374,7,11
6770,375,42,75
7039,376,59,66
6583,378,47,74
6682,378,33,29
6614,382,62,47
7006,382,2,6
7398,382,76,77
6625,387,30,28
6880,395,55,57
6508,400,71,39
6881,407,55,57
6515,410,51,61
6918,414,69,57
6884,431,61,65
7218,432,60,48
6660,436,66,58
7083,439,24,21
7162,440,54,70
7163,443,54,70
7303,444,60,42
7244,446,57,65
7418,446,73,77
6491,453,63,39
7167,453,71,63
6511,457,54,50
7100,459,47,73
7270,459,67,76
6707,462,71,46
7184,462,66,39
7351,463,60,50
7168,466,71,63
7417,472,73,77
6700,480,75,74
6706,484,71,46
6619,488,76,50
7249,490,68,70
7230,496,7,2
7112,499,61,54
6520,501,50,49
7183,501,66,39
6637,506,72,77
7111,508,61,54
7200,509,61,77
6646,510,63,47
7247,511,68,70
7086,518,74,75
7199,518,61,77
7301,524,60,42
6512,528,72,71
6732,533,67,70
6691,535,66,76
6537,536,62,74
7327,536,73,47
6536,538,62,74
6690,538,60,50
6850,541,49,69
6919,544,70,49
7421,544,68,49
6905,548,72,65
6528,549,50,54
6607,549,49,45
7353,551,51,73
7422,552,68,49
6923,556,39,66
7072,556,68,64
7300,556,60,42
6649,559,61,50
6743,560,63,74
6926,561,73,73
7438,566,63,57
6861,568,48,55
7159,574,54,70
6684,576,67,65
7105,576,73,77
6805,577,34,34
6860,577,48,55
7166,585,73,39
7408,587,2,7
6580,590,61,61
7333,595,74,46
6740,601,63,74
6695,606,7,2
6823,608,76,72
7034,615,50,54
7321,616,2,7
7322,617,2,7
7192,619,76,50
6803,621,45,54
7245,626,54,50
7023,631,37,35
7189,635,50,68
7287,636,71,74
7410,637,2,10
6703,641,77,72
7188,641,50,68
7409,644,2,10
6774,647,75,69
7022,647,37,35
7108,647,65,68
6561,648,73,50
6630,649,50,60
7107,653,65,68
7190,653,27,33
7429,659,50,61
7032,660,50,54
6629,663,50,60
6795,663,70,42
7342,663,75,57
6557,665,10,2
7407,665,60,63
7336,669,33,28
6556,670,10,2
7019,671,62,72
7031,673,50,54
7428,673,50,61
6713,674,63,70
6781,675,73,76
6788,675,74,76
6835,679,62,62
7014,680,30,28
7344,680,61,50
6559,685,73,50
6978,689,37,36
6560,694,71,60
7173,694,2,11
7051,697,42,47
6789,699,75,68
7202,700,68,65
6546,701,71,50
7201,702,68,65
7341,702,75,57
7345,705,60,49
6667,714,72,74
6666,715,72,74
6645,716,66,76
6780,716,73,76
6639,718,54,75
6640,720,54,75
6929,720,68,50
7265,721,61,50
6680,726,71,73
6763,729,72,50
7346,733,60,49
6558,735,71,67
6579,738,28,33
6954,738,50,76
6790,740,42,64
7390,741,67,68
7337,742,68,39
7172,748,49,57
7391,751,67,68
6554,752,73,39
6676,755,71,73
7387,757,73,76
7027,758,60,56
6545,760,71,50
7186,769,76,50
6582,772,54,68
6577,776,28,33
7026,778,60,56
6553,780,73,39
6581,783,54,68
7366,793,58,58
6555,799,71,60
6899,803,57,66
7393,804,76,73
6855,805,72,58
6611,809,66,69
6620,813,69,50
7378,816,47,66
6533,820,33,27
7394,821,76,73
6568,823,66,77
6898,824,57,66
6715,830,72,65
6943,832,50,60
6578,837,73,70
7356,845,77,66
7220,846,58,70
7315,856,39,73
6686,857,58,71
6685,858,58,71
6510,860,65,56
7109,866,35,38
6616,870,59,59
6518,871,60,71
6632,871,66,50
7404,871,60,63
6764,878,76,74
7134,881,33,27
6678,882,74,73
6765,886,66,75
6925,900,71,64
7248,908,54,60
6738,910,46,73
6739,910,46,73
6532,911,33,27
6584,916,70,74
6675,916,74,73
7212,919,76,54
6517,925,60,71
6814,925,73,48
6689,927,7,2
6808,929,76,48
7439,933,56,69
7124,934,35,36
6875,936,68,50
7431,936,50,69
6837,938,73,50
6818,940,73,48
6490,944,63,76
7025,944,70,39
7365,950,58,58
7430,951,50,69
6742,960,72,76
6669,961,50,76
6843,961,48,60
6572,964,45,71
6677,965,56,65
6783,966,36,34
7024,968,70,39
7412,974,67,67
7312,975,16,6
6609,976,61,71
6571,979,45,71
7013,979,76,61
6523,981,59,74
7050,982,69,67
6873,983,68,50
7367,986,59,67
7264,988,41,54
7392,989,67,73
7123,996,35,36
6755,998,54,54
6535,1000,39,64
6569,1003,63,71
7357,1006,56,70
6485,1009,45,66
7004,1011,66,74
7150,1013,70,48
6503,1017,42,69
7011,1017,76,61
7130,1017,38,29
7319,1024,45,39
6574,1025,65,50
6834,1029,73,50
7383,1038,50,60
7017,1039,50,61
6522,1041,59,74
6573,1043,65,50
6857,1045,72,58
6915,1048,77,60
6534,1049,39,64
7089,1053,65,49
7018,1054,50,61
6944,1055,60,61
6643,1060,28,33
7326,1064,42,71
7060,1066,58,58
6760,1068,66,75
7318,1070,45,39
7436,1071,57,63
7002,1072,66,74
7325,1075,42,71
7359,1076,60,77
6567,1080,63,71
6519,1084,59,74
6977,1087,56,61
6705,1088,29,38
7059,1095,58,58
7314,1096,45,39
7228,1098,60,75
6759,1103,66,75
7095,1103,67,61
6785,1105,50,61
7369,1106,42,58
7048,1109,69,67
7435,1109,48,66
6767,1110,36,35
7227,1111,60,75
7323,1116,42,71
7038,1118,77,77
6524,1121,70,72
6644,1123,69,50
6766,1125,36,35
7361,1129,50,72
7049,1131,73,71
6514,1134,35,38
6879,1135,70,67
6845,1139,72,50
7320,1146,50,61
7368,1156,42,58
7360,1158,50,72
6683,1165,39,61
7414,1167,39,66
6693,1170,74,70
7389,1177,74,71
6694,1182,74,70
6757,1186,38,34
6642,1190,69,50
7382,1203,69,48
7213,1205,55,66
7210,1211,71,74
7411,1211,70,50
7381,1215,69,48
6974,1222,50,45
7214,1222,55,66
6507,1236,39,73
7388,1237,74,71
6852,1238,65,50
6782,1245,50,61
6648,1246,50,60
7334,1249,39,59
6777,1256,71,73
7316,1258,45,39
7420,1261,37,36
6802,1263,61,69
6647,1264,50,60
7233,1266,73,76
7386,1270,36,35
7419,1270,37,36
6848,1271,65,50
6506,1273,39,73
7283,1281,72,60
6886,1285,69,59
7358,1287,60,77
6754,1288,70,50
6753,1292,70,50
6811,1298,45,73
7161,1300,60,66
6976,1302,56,61
7332,1310,39,59
6807,1314,70,50
6885,1318,69,59
6718,1320,61,42
7432,1324,57,63
6973,1325,50,45
6688,1327,58,50
6804,1329,70,50
7216,1335,59,75
7215,1337,59,75
7217,1341,59,75
7169,1362,29,28
6687,1364,58,50
6699,1365,58,76
7139,1366,60,75
7331,1378,39,59
7338,1380,68,76
7140,1386,60,75
7181,1388,57,60
6697,1390,58,76
7335,1392,48,60
7384,1398,36,35
6800,1405,71,74
6799,1413,71,74
7304,1420,71,50
7377,1429,60,74
6786,1432,50,48
7102,1441,73,60
7164,1441,66,74
7175,1447,57,60
6913,1453,77,60
7329,1454,39,59
6916,1455,62,50
7101,1462,73,60
6784,1482,50,48
7099,1485,50,48
6856,1487,38,33
6761,1491,76,45
6841,1494,60,60
6854,1501,38,33
6969,1501,45,54
6959,1503,74,71
6840,1513,60,60
6967,1521,45,54
6714,1528,72,69
7302,1530,71,50
6576,1552,61,50
6961,1563,45,54
7104,1565,68,72
7311,1567,42,67
7242,1569,73,76
7241,1570,73,76
6575,1577,61,50
6964,1581,45,54
6551,1585,61,61
6882,1598,48,60
7204,1600,71,74
6550,1610,61,61
7309,1622,42,67
7141,1625,27,27
7203,1635,71,74
6987,1636,47,48
6674,1649,75,47
7286,1653,60,69
7185,1655,76,48
7364,1655,60,50
7374,1655,60,74
7292,1663,49,49
7272,1688,35,35
7284,1689,60,69
6797,1715,54,60
6957,1717,35,37
6702,1721,29,38
7252,1724,75,60
6779,1749,50,48
6794,1750,39,60
6955,1767,35,37
7251,1796,75,60
7219,1819,48,76
6516,1829,59,58
7427,1830,76,70
7355,1833,51,60
7197,1834,71,74
7196,1839,71,74
7354,1841,51,60
7363,1853,60,50
6793,1854,54,60
6892,1911,60,71
6874,1915,50,60
6891,1926,60,71
6624,1939,74,74
6623,1948,74,74
7253,1955,75,60
6872,1964,50,60
7033,2031,50,60
7195,2049,37,37
7030,2062,50,60
7313,2076,60,50
7194,2082,37,37
6736,2094,77,70
6909,2152,48,48
6866,2165,72,71
7063,2178,74,60
6942,2223,50,60
7061,2226,74,60
6862,2261,72,71
6960,2336,60,50
6937,2400,50,48
6922,2415,65,66
7096,2491,54,60
7037,2500,71,66
6730,2503,33,38
6725,2536,33,38
6549,2646,76,60
6878,2695,48,48
6939,2725,50,50
7035,2731,30,30
6932,2859,50,50
7289,2862,76,64
6930,2887,42,50
7028,2888,30,30
7288,2897,76,64
6928,2921,42,50
7225,2925,10,10
7402,2944,50,66
6996,2950,73,41
6482,2958,76,49
6927,2961,50,50
7296,3046,77,60
7349,3099,61,76
6481,3131,76,49
7348,3144,61,76
6904,3182,48,73
6903,3221,48,73
7129,3277,68,68
7116,3280,47,39
7160,3454,60,66
7090,3478,54,71
7091,3521,54,71
7087,3527,54,71
7088,3529,54,71
7046,3743,35,35
7045,3783,35,35
6842,4021,74,73
6839,4062,74,73
6486,4553,10,10
6665,4738,76,60
7000,4843,76,76
6661,4929,76,60
6989,5001,76,76
6498,5048,45,70
7041,5061,62,71
7042,5067,62,71
6497,5288,45,70
6773,5387,73,73
6772,5409,73,73
6858,5428,60,54
7371,5450,7,7
6921,5518,63,48
6920,5529,63,48
6970,5604,50,55
6917,5695,63,48
7271,5712,50,50
7269,5726,50,50
7020,5888,50,50
7120,6213,50,60
7009,6399,50,50
7236,6823,68,68
7237,6859,68,68
6819,7472,7,7
6775,7761,74,74
7307,7970,28,28
7008,8795,76,76
6912,8810,57,57
6910,8820,57,57
6952,8937,60,48
7003,8991,76,76
6935,9098,54,48
6938,9210,54,48
6701,9826,35,35
6495,9874,75,75
7370,9954,48,56
6494,10019,75,75
6547,10234,41,41
6548,10243,41,41
6544,10472,41,41
7065,10769,55,60
7069,11161,55,48
6626,11632,50,48
6963,11642,48,41
7074,11653,48,48
6962,11675,48,41
7067,11825,48,48
6792,11964,67,67
7143,12303,28,28
6613,12400,50,48
7176,12818,71,71
7081,14180,74,50
7079,14299,74,50
7021,14451,60,60
7016,14464,60,60
6877,14560,55,55
6876,14575,55,55
6828,16082,73,74
7110,16534,71,75
7106,16605,71,75
6806,16654,41,41
6821,16657,73,55
7005,17227,34,34
6756,17366,77,60
7085,17465,60,73
7084,17532,60,73
6748,17739,77,60
6654,17751,50,45
6741,18026,77,60
7015,18353,59,59
6798,18469,63,63
6796,18547,63,63
6769,18593,56,56
6771,18610,56,56
6968,18929,50,50
6966,18949,50,50
6752,18974,77,60
6745,19291,77,60
6867,19759,75,60
6864,19807,75,60
7182,20217,54,54
7179,20393,54,54
6906,20635,73,73
7178,20918,54,71
6824,22669,73,73
6679,24034,50,50
6656,24649,50,50
6822,26162,56,61
7434,56668,57,48
7437,59599,39,39
7424,63115,16,16
7180,63968,73,66
6633,79154,74,74
6631,79160,74,74
7208,93764,71,76
7044,167968,41,41
7442,1508,75,56
7443,1513,75,56
7444,1345,66,50
7445,931,75,75
7446,159,25,21
7447,1033,66,50
7448,323,69,69
7449,825,56,50
7450,819,56,50
7452,759,50,75
7454,238,47,73
7457,175,75,75
7458,447,67,77
7459,1124,50,66
7460,1259,50,66
7461,194,77,50
7463,609,75,67
7465,87,66,66
7466,39751,11,10
7467,783,71,42
7468,804,69,56
7469,509,77,73
7470,3440,48,66
7472,388,76,68
7473,1701,75,54
7474,1240,72,60
7476,1506,54,50
7477,256,39,71
7478,2377,67,48
7479,812,55,71
7480,1186,68,67
7481,82,71,71
7482,111,71,71
7483,1056,71,50
7484,894,71,50
7485,893,71,50
7486,810,50,48
7487,783,50,48
7488,842,33,28
7489,716,50,48
7490,512,39,72
7491,770,68,50
7492,774,68,50
7493,1327,72,60
7494,2469,74,69
7495,32994,74,50
7496,1636,60,45
7497,32987,74,50
7498,616,63,46
7499,27829,39,39
7500,572,63,46
7501,27647,39,39
7503,27660,39,39
7505,1830,39,59
7507,369,46,77
7508,867,28,33
7509,839,70,74
7510,467,67,39
7511,442,67,39
7512,853,45,68
7513,1720,49,42
7514,1704,49,42
7516,1886,58,73
7517,1803,58,73
7519,297,61,62
7520,723,50,57
7521,17781,71,60
7522,525,45,51
7524,784,42,60
7526,1474,57,73
7528,495,71,50
7529,32933,55,48
7530,495,71,50
7531,709,60,42
7533,477,39,67
7535,465,39,67
7536,553,60,42
7538,1346,62,60
7541,517,28,28
7546,996,69,72
7548,1648,57,57
7549,2115,60,60
7550,29301,39,76
7551,29351,39,76
7552,542,76,56
7553,19559,76,57
7554,1596,57,47
7555,966,45,69
7556,942,45,69
7557,12926,71,71
7558,1357,57,47
7559,12922,71,71
7560,2619,13,6
7561,1031,68,58
7562,1012,68,58
7563,1330,60,77
7565,936,49,70
7566,912,49,70
7569,21715,69,69
7571,7580,65,65
7573,1616,54,54
7574,319,21,22
7575,4895,50,77
7576,4890,50,77
7578,308,66,72
7579,25421,66,72
7581,7436,65,65
7584,907,49,60
7585,1095,49,60
7586,313,42,60
7587,1402,56,60
7588,1342,56,60
7589,2281,73,48
7590,2276,73,48
7591,951,41,54
7593,304,67,39
7594,299,67,39
7595,1869,47,61
7596,1654,54,50
7597,1823,47,61
7602,153,77,63
7604,1721,60,61
7606,971,47,73
7608,421,67,39
7609,421,67,39
7610,845,27,33
7611,1512,60,61
7613,450,47,73
7614,4885,50,46
7615,1319,60,61
7616,342,39,72
7619,1267,50,60
7620,131,56,74
7621,1201,54,50
7622,4252,50,46
7624,13782,72,48
7625,13760,72,48
7626,1291,39,51
7628,451,62,77
7629,1113,39,51
7630,13129,57,57
7633,1289,8,14
7634,2169,73,60
7635,2129,73,60
7636,1374,73,72
7637,1341,73,72
7638,288,66,72
7639,14949,68,63
7641,1106,8,14
7642,754,60,50
7643,773,65,49
7644,1189,77,77
7645,17317,75,75
7646,2232,73,60
7647,17294,75,75
7648,8830,50,50
7649,2395,73,60
7650,1550,50,60
7651,2034,63,77
7652,2034,63,77
7653,650,61,65
7654,575,61,65
7655,23197,71,71
7657,914,51,60
7658,8144,70,73
7659,897,51,60
7660,9638,70,50
7662,491,6,13
7663,2193,60,46
7664,607,66,76
7665,600,66,76
7666,1391,14,14
7667,1383,14,14
7668,192,66,66
7669,1239,45,71
7672,1611,74,66
7673,764,70,64
7674,1588,74,66
7675,341,63,45
7676,774,70,64
7677,517,72,71
7679,1765,71,68
7680,1447,50,60
7681,1287,50,60
7682,710,66,76
7683,640,70,64
7684,702,66,76
7685,627,70,64
7686,23462,74,76
7687,1293,50,60
7688,2628,2,6
7689,525,50,60
7690,293,48,50
7691,282,48,50
7692,25092,73,73
7693,2682,72,77
7694,4177,71,71
7697,236,50,49
7698,1420,70,39
7700,1364,70,39
7702,2108,69,60
7704,6704,77,77
7707,1192,75,60
7709,6693,77,77
7710,2116,50,50
7711,1944,50,50
7712,1408,29,33
7713,1418,50,48
7714,1057,65,58
7715,1049,65,58
7716,4954,58,39
7717,4929,58,39
7718,1322,60,41
7719,1234,50,48
7720,1261,50,48
7721,1774,70,60
7725,1006,50,48
7726,990,50,48
7727,1656,70,60
7728,657,41,60
7731,6009,60,60
7732,306,45,73
7734,1258,14,8
7735,14835,71,71
7736,1249,14,8
7737,790,59,58
7739,981,62,50
7740,973,62,50
7741,1305,37,37
7743,853,50,42
7744,859,50,42
7745,545,50,48
7746,823,62,50
7747,804,62,50
7749,1501,9,10
7751,1486,9,10
7752,735,75,61
7753,734,75,61
7755,1463,74,70
7757,1457,60,72
7758,802,51,70
7759,736,65,58
7760,722,65,58
7763,2873,50,60
7764,9074,71,47
7765,1209,74,70
7767,13127,67,47
7773,2406,54,48
7774,12871,67,47
7776,2270,54,48
7779,717,50,71
7780,1936,75,71
7781,668,50,71
7782,2027,34,34
7783,1327,33,28
7784,3354,63,60
7785,1158,2,9
7793,1828,61,42
7795,1803,61,42
7799,26128,21,21
7803,1716,61,42
7805,26100,21,21
7806,1671,61,42
7808,1686,61,42
7810,1497,70,61
7812,804,48,75
7815,1446,70,61
7816,9451,77,75
7818,955,68,50
7819,932,68,50
7820,6618,58,60
7821,571,65,72
7822,568,65,72
7823,2264,50,60
7824,8745,42,42
7825,8751,42,42
7826,1147,50,60
7830,814,2,3
7831,797,2,3
7832,16670,50,50
7833,639,49,77
7834,184,60,60
7836,5731,58,60
7838,163,55,63
7839,1242,60,61
7840,1221,60,61
7843,587,9,11
7846,4548,35,35
7849,20240,48,50
7851,20196,48,50
7852,2245,68,73
7853,2263,68,73
7858,1687,61,60
7859,268,39,72
7860,1070,54,57
7861,255,39,72
7862,15679,62,62
7863,1635,61,60
7864,1027,54,57
7866,1548,50,48
7870,488,74,76
7871,1178,42,61
7873,1122,42,61
7874,475,74,76
7880,1265,50,48
7881,1301,58,74
7882,1293,58,74
7883,400,76,71
7884,546,72,65
7885,494,72,65
7886,1199,58,74
7887,983,6,3
7888,704,60,48
7889,986,6,3
7890,1085,77,61
7891,1076,77,61
7892,609,60,48
7893,1180,77,60
7894,1184,77,60
7895,979,65,72
7896,728,47,50
7897,349,72,39
7898,1168,72,74
7899,856,73,66
7900,1887,30,30
7901,1857,30,30
7902,668,71,70
7907,425,77,46
7908,381,48,50
7909,471,48,50
7910,435,48,50
7911,437,48,50
7913,435,48,50
7914,346,48,50
7915,702,39,74
7916,327,48,50
7917,573,60,47
7918,580,60,47
7920,619,55,57
7921,771,45,71
7922,826,45,71
7923,847,60,63
7926,2644,50,42
7928,546,48,60
7929,10827,60,63
7930,512,48,60
7931,10807,60,63
7937,267,71,71
7939,382,27,28
7944,950,50,69
7946,1011,68,74
7948,20440,75,75
7949,832,54,76
7950,894,68,74
7951,880,68,74
7952,700,49,65
7953,523,74,54
7954,531,74,54
7955,504,74,54
7956,20141,75,75
7958,2097,54,70
7959,747,61,65
7960,741,61,65
7961,1469,73,70
7962,1423,73,70
7963,1930,54,70
7964,687,72,57
7965,745,66,39
7966,714,66,39
7967,3031,74,48
7968,799,51,69
7969,3456,74,50
7970,7094,72,67
7974,561,66,66
7975,6937,72,67
7978,365,76,72
7979,6364,36,36
7983,5946,35,35
7985,1015,58,58
7989,1033,54,46
7992,1657,24,22
7994,896,77,69
7997,2610,50,50
7998,1532,61,64
7999,298,69,65
8000,2355,50,50
8001,1941,50,48
8003,1057,49,48
8004,2444,71,47
8005,1846,50,48
8006,493,2,7
8007,1201,70,57
8008,325,58,58
8009,560,66,76
8011,1449,10,6
8012,589,50,60
8013,1674,50,42
8014,1687,50,42
8016,536,6,8
8019,476,50,60
8027,1111,10,6
8033,993,10,6
8036,185,39,72
8037,154,73,45
8038,682,63,54
8039,687,63,54
8040,398,60,50
8042,843,10,6
8043,1368,57,51
8044,833,10,6
8045,289,48,48
8046,821,7,2
8047,202,58,66
8048,206,48,48
8049,213,48,48
8051,187,48,48
8052,690,10,6
8053,310,50,50
8054,659,10,6
8055,541,45,72
8056,619,73,77
8058,533,10,6
8059,513,10,6
8060,4044,7,7
8061,266,63,55
8065,574,77,50
8074,1304,54,60
8075,1269,54,60
8076,9261,70,50
8077,1210,54,60
8078,5743,42,42
8079,5907,42,42
8080,1397,50,70
8081,5854,42,42
8082,5883,42,42
8083,1319,50,70
8085,22504,54,54
8087,1088,65,56
8088,5464,42,42
8089,402,48,50
8090,1446,70,54
8091,1450,70,54
8092,829,56,63
8093,888,71,65
8094,4295,7,7
8095,4252,7,7
8097,5089,42,42
8102,1106,70,56
8103,936,50,54
8104,582,50,46
8105,545,50,46
8106,1344,51,46
8107,876,50,54
8108,1447,13,13
8110,1408,13,13
8120,752,63,73
8121,603,12,2
8122,709,63,73
8123,4897,41,41
8125,606,70,54
8126,4899,41,41
8127,361,63,61
8128,518,70,54
8129,1154,71,73
8132,453,30,30
8133,1048,70,71
8138,274,70,61
8139,1197,72,56
8140,1511,54,60
8141,1511,54,60
8142,689,3,2
8143,838,50,48
8144,647,3,2
8145,1141,30,28
8146,949,61,60
8147,1236,30,28
8159,997,74,70
8164,3427,58,60
8166,2038,54,68
8167,1949,54,68
8168,698,51,61
8170,3022,58,60
8171,1666,77,42
8172,1270,60,68
8173,1242,60,68
8174,3086,58,60
8175,2673,62,62
8176,1441,77,42
8177,454,48,60
8178,448,48,60
8179,1660,54,54
8181,385,48,48
8182,1324,54,68
8183,1854,41,54
8184,2106,60,60
8188,2910,76,60
8191,2890,76,60
8197,85425,67,59
8198,2952,60,39
8199,2903,60,39
8204,85361,67,59
8207,996,54,60
8209,1271,54,60
8210,543,76,74
8212,491,76,74
8213,872,61,51
8216,890,54,60
8217,790,61,51
8218,431,76,72
8219,991,6,16
8221,4076,6,16
8222,4224,30,30
8223,4037,6,16
8224,4182,30,30
8225,4019,6,16
8226,2172,61,60
8227,3908,6,16
8228,9150,6,10
8229,3858,6,16
8230,3833,6,16
8231,3856,6,16
8233,4190,51,70
8234,1038,49,50
8236,878,47,73
8237,792,47,73
8238,205,55,63
8239,860,60,41
8243,247,22,21
8244,2368,66,66
8245,2320,66,66
8246,1435,75,74
8248,5164,76,50
8251,4909,76,50
8252,4884,76,50
8256,401,60,50
8257,2298,50,57
8258,892,41,56
8259,868,41,56
8260,288,74,49
8261,1144,60,68
8263,1098,60,68
8264,1937,9,10
8265,1902,9,10
8269,937,58,49
8272,4296,61,51
8273,4263,61,51
8276,8287,50,50
8278,1203,50,57
8283,729,2,8
8284,1580,74,65
8285,296,74,49
8286,793,66,63
8288,1734,28,30
8289,1332,71,51
8290,1164,71,51
8291,1501,8,2
8292,1459,8,2
8293,875,74,60
8294,741,74,60
8295,1039,10,11
8296,1023,10,11
8298,356,62,57
8303,289,77,50
8304,6092,48,50
8305,626,59,68
8306,1535,60,73
8307,1490,60,73
8308,416,72,77
8309,1418,60,73
8310,2109,51,60
8311,2110,51,60
8312,4238,55,55
8313,918,11,9
8314,880,11,9
8315,642,48,54
8318,1263,50,61
8319,1238,50,61
8320,218,57,57
8321,1069,60,51
8322,1041,60,51
8325,2954,73,73
8326,1792,60,66
8327,1788,60,66
8328,857,54,70
8329,841,54,70
8330,7372,73,73
8331,1202,60,74
8333,1175,60,74
8334,7159,73,73
8336,1259,68,60
8337,1241,68,60
8338,7122,50,50
8339,598,60,50
8340,614,60,50
8341,6603,73,73
8342,6870,50,50
8343,1833,51,57
8344,653,8,11
8345,651,8,11
8346,1701,51,57
8347,6581,73,73
8348,1264,49,76
8350,1227,50,65
8351,1601,77,72
8352,2238,4,4
8353,2251,4,4
8354,145,60,60
8355,4892,73,73
8356,1710,73,70
8357,1713,73,70
8359,838,50,70
8360,801,50,70
8361,1065,60,73
8362,1056,60,73
8364,1450,65,46
8365,785,11,9
8366,769,11,9
8367,1335,67,60
8368,1313,67,60
8369,750,65,68
8370,952,71,60
8372,5281,35,35
8373,251930,72,59
8374,903,49,68
8375,5149,35,35
8376,763,57,76
8377,687,57,76
8378,5056,35,35
8379,312,49,56
8380,905,56,60
8381,4402,73,73
8382,4360,73,73
8383,568,48,76
8384,570,50,63
8385,583,50,63
8386,1543,71,71
8388,1192,70,54
8389,1159,75,70
8390,868,54,61
8391,22576,63,56
8392,336,50,49
8393,267,50,49
8394,277,8,11
8395,916,9,11
8396,852,9,11
8397,478,39,66
8398,416,11,6
8399,1480,61,50
8400,1480,61,50
8401,769,76,66
8403,583,6,9
8404,2280,76,49
8405,1124,60,39
8406,1095,60,39
8407,2114,76,49
8408,3439,30,30
8409,587,39,74
8411,842,39,58
8413,716,39,58
8414,492,60,46
8415,447,60,46
8416,252,12,8
8417,1373,50,66
8418,930,75,71
8419,1922,76,49
8420,1581,60,68
8421,1575,60,68
8423,486,55,46
8426,1137,74,72
8427,1076,74,72
8428,954,60,76
8429,1900,67,67
8430,1985,60,60
8431,1962,60,60
8432,1070,57,60
8433,1091,57,60
8434,656,66,76
8435,598,60,45
8436,550,77,49
8437,1134,48,61
8438,13260,48,61
8439,1651,60,66
8440,1623,60,66
8441,802,54,70
8442,463,47,73
8443,504,35,35
8444,1475,61,50
8445,52263,35,37
8446,52247,35,37
8447,298,68,77
8448,426,47,57
8449,429,47,57
8450,823,70,49
8451,927,16,10
8452,889,16,10
8453,654,74,49
8454,505,74,49
8455,829,16,10
8456,802,16,10
8457,755,16,10
8458,276,56,49
8459,1469,50,61
8461,1915,55,76
8462,216,59,67
8464,730,51,70
8465,691,70,51
8466,755,45,71
8467,696,75,50
8468,657,75,50
8469,924,51,60
8470,6336,61,61
8471,6205,61,61
8472,7283,54,75
8473,7365,54,75
8474,7136,54,75
8475,7035,54,75
8476,3265,50,60
8477,3214,50,60
8478,6899,54,75
8479,1044,61,54
8480,5747,61,61
8481,681,60,51
8482,6795,54,75
8483,6207,51,75
8484,1447,56,70
8485,6058,51,75
8486,1275,56,70
8487,4742,54,61
8488,374,10,16
8489,355,10,16
8491,1248,60,60
8492,1212,60,60
8493,561,60,50
8494,552,60,50
8496,3233,50,48
8497,3364,50,48
8498,2577,41,57
8499,2484,41,57
8500,2153,41,57
8501,2413,41,57
8502,2490,41,57
8503,1864,48,50
8504,1729,48,50
8505,1615,57,41
8506,1431,57,41
8507,1356,57,41
8508,1282,57,41
8509,1223,57,41
8511,491,41,47
8512,477,41,47
8513,461,41,47
8514,452,41,47
8515,388,41,47
8517,1066,47,47
8518,1056,47,47
8519,1035,47,47
8520,990,47,47
8522,333,47,41
8523,309,47,41
8524,324,47,41
8525,267,47,41
8526,256,47,41
8527,321,41,73
8528,3015,61,61
8529,356,55,64
8530,792,77,50
8531,1506,8,8
8532,15754,11,6
8533,832,60,50
8534,374,77,45
8535,749,57,60
8536,1996,63,63
8537,308,39,59
8538,810,46,67
8540,2946,50,50
8554,626,72,74
8555,528,66,39
8568,1141,74,61
8569,226,30,28
8570,1692,49,50
8571,545,61,77
8572,547,50,54
8573,1306,48,60
8574,1614,50,70
8575,258,51,63
8576,60,50,50
8577,640,77,76
8579,738,67,76
8580,8593,48,48
8583,14361,73,73
8585,549,67,76
8586,1757,57,50
8587,27885,76,60
8589,27908,76,60
8591,14172,73,73
8594,474,62,42
8595,2313,22,22
8613,248,72,76
8614,2647,48,60
8615,2552,48,60
8617,113,73,73
8619,549,50,60
8620,307,62,77
8621,428,54,50
8622,711,50,57
8624,23726,61,61
8625,1377,56,60
8626,1234,62,57
8627,23618,61,61
8628,1235,73,60
8629,1192,73,60
8630,937,67,70
8631,912,67,70
8633,1029,73,49
8634,979,73,49
8635,261,50,49
8636,774,70,41
8637,857,70,66
8638,1617,50,50
8639,822,77,50
8640,613,72,56
8641,515,39,67
8648,526,57,65
8651,60,69,69
8653,1166,49,60
8656,325,77,50
8659,299,69,65
8663,198,51,50
8666,467,39,69
8674,1495,76,50
8675,1027,71,74
8677,4853,76,76
8678,2085,70,50
8679,866,71,74
8680,674,74,70
8681,1141,39,51
8682,9156,71,77
8683,1692,60,65
8692,196,60,48
8694,1959,61,48
8696,443,74,60
8697,1214,49,60
8698,1250,49,60
8699,1823,61,48
8700,677,76,66
8701,707,63,60
8702,670,76,66
8703,660,39,69
8705,276,73,42
8706,1446,65,39
8707,737,67,46
8708,1034,71,54
8710,686,65,68
8712,825,71,54
8713,445,54,74
8715,6847,66,66
8716,6829,66,66
8721,987,73,49
8723,600,71,72
8724,378,58,76
